frame,second,predicted_class_max,pushup,abworkout,squat,pullup,run,jump,rest,totalcounter
1349,56.208333333333336,pushup,12,2,1,6,1,0,0,22
1351,56.291666666666664,pushup,12,2,1,6,1,0,0,22
1353,56.375,pushup,12,2,1,6,1,0,0,22
1355,56.458333333333336,pushup,12,2,1,6,1,0,0,22
1357,56.541666666666664,pushup,12,2,1,6,1,0,0,22
1359,56.625,pushup,12,2,1,6,1,0,0,22
1361,56.708333333333336,pushup,12,2,1,6,1,0,0,22
1363,56.791666666666664,pushup,12,2,1,6,1,0,0,22
1365,56.875,pushup,12,2,1,6,1,0,0,22
1367,56.958333333333336,pushup,12,2,1,6,1,0,0,22
1369,57.041666666666664,pushup,12,2,1,6,1,0,0,22
1371,57.125,pushup,12,2,1,6,1,0,0,22
1373,57.208333333333336,pushup,12,2,1,6,1,0,0,22
1375,57.291666666666664,pushup,12,2,1,6,1,0,0,22
1377,57.375,pushup,12,2,1,6,1,0,0,22
1379,57.458333333333336,pushup,12,2,1,6,1,0,0,22
1381,57.541666666666664,pushup,12,2,1,6,1,0,0,22
1383,57.625,pushup,12,2,1,6,1,0,0,22
1385,57.708333333333336,pushup,12,2,1,6,1,0,0,22
1387,57.791666666666664,pushup,12,2,1,6,1,0,0,22
1389,57.875,pushup,13,2,1,6,1,0,0,23
1391,57.958333333333336,pushup,13,2,1,6,1,0,0,23
1393,58.041666666666664,pushup,13,2,1,6,1,0,0,23
1395,58.125,pushup,13,2,1,6,1,0,0,23
1397,58.208333333333336,pushup,13,2,1,6,1,0,0,23
1399,58.291666666666664,pushup,13,2,1,6,1,0,0,23
1401,58.375,pushup,13,2,1,6,1,0,0,23
1403,58.458333333333336,pushup,13,2,1,6,1,0,0,23
1405,58.541666666666664,pushup,13,2,1,6,1,0,0,23
1407,58.625,pushup,13,2,1,6,1,0,0,23
1409,58.708333333333336,pushup,13,2,1,6,1,0,0,23
1411,58.791666666666664,pushup,13,2,1,6,1,0,0,23
1413,58.875,pushup,13,2,1,6,1,0,0,23
1415,58.958333333333336,pushup,13,2,1,6,1,0,0,23
1417,59.041666666666664,pushup,13,2,1,6,1,0,0,23
1419,59.125,pushup,13,2,1,6,1,0,0,23
1421,59.208333333333336,pushup,13,2,1,6,1,0,0,23
1423,59.291666666666664,pushup,13,2,1,6,1,0,0,23
1425,59.375,pushup,13,2,1,6,1,0,0,23
1427,59.458333333333336,pushup,13,2,1,6,1,0,0,23
1429,59.541666666666664,pushup,13,2,1,6,1,0,0,23
1431,59.625,pushup,13,2,1,6,1,0,0,23
1433,59.708333333333336,pushup,13,2,1,6,1,0,0,23
1435,59.791666666666664,pushup,13,2,1,6,1,0,0,23
1437,59.875,pushup,13,2,1,6,1,0,0,23
1439,59.958333333333336,pushup,13,2,1,6,1,0,0,23
1441,60.041666666666664,pushup,13,2,1,6,1,0,0,23
1443,60.125,pushup,13,2,1,6,1,0,0,23
1445,60.208333333333336,pushup,13,2,1,6,1,0,0,23
1447,60.291666666666664,pushup,13,2,1,6,1,0,0,23
1449,60.375,run,13,2,1,6,2,0,0,24
1451,60.458333333333336,run,13,2,1,6,2,0,0,24
1453,60.541666666666664,run,13,2,1,6,2,0,0,24
1455,60.625,run,13,2,1,6,2,0,0,24
1457,60.708333333333336,run,13,2,1,6,2,0,0,24
1459,60.791666666666664,run,13,2,1,6,2,0,0,24
1461,60.875,run,13,2,1,6,2,0,0,24
1463,60.958333333333336,run,13,2,1,6,2,0,0,24
1465,61.041666666666664,run,13,2,1,6,2,0,0,24
1467,61.125,run,13,2,1,6,2,0,0,24
1469,61.208333333333336,run,13,2,1,6,2,0,0,24
1471,61.291666666666664,run,13,2,1,6,2,0,0,24
1473,61.375,run,13,2,1,6,2,0,0,24
1475,61.458333333333336,run,13,2,1,6,2,0,0,24
1477,61.541666666666664,run,13,2,1,6,2,0,0,24
1479,61.625,run,13,2,1,6,2,0,0,24
1481,61.708333333333336,run,13,2,1,6,2,0,0,24
1483,61.791666666666664,run,13,2,1,6,2,0,0,24
1485,61.875,run,13,2,1,6,2,0,0,24
1487,61.958333333333336,run,13,2,1,6,2,0,0,24
1489,62.041666666666664,run,13,2,1,6,2,0,0,24
1491,62.125,run,13,2,1,6,2,0,0,24
1493,62.208333333333336,run,13,2,1,6,2,0,0,24
1495,62.291666666666664,run,13,2,1,6,2,0,0,24
1497,62.375,run,13,2,1,6,2,0,0,24
1499,62.458333333333336,run,13,2,1,6,2,0,0,24
1501,62.541666666666664,run,13,2,1,6,2,0,0,24
1503,62.625,run,13,2,1,6,2,0,0,24
1505,62.708333333333336,run,13,2,1,6,2,0,0,24
1507,62.791666666666664,run,13,2,1,6,2,0,0,24
1509,62.875,pushup,14,2,1,6,2,0,0,25
1511,62.958333333333336,pushup,14,2,1,6,2,0,0,25
1513,63.041666666666664,pushup,14,2,1,6,2,0,0,25
1515,63.125,pushup,14,2,1,6,2,0,0,25
1517,63.208333333333336,pushup,14,2,1,6,2,0,0,25
1519,63.291666666666664,pushup,14,2,1,6,2,0,0,25
1521,63.375,pushup,14,2,1,6,2,0,0,25
1523,63.458333333333336,pushup,14,2,1,6,2,0,0,25
1525,63.541666666666664,pushup,14,2,1,6,2,0,0,25
1527,63.625,pushup,14,2,1,6,2,0,0,25
1529,63.708333333333336,pushup,14,2,1,6,2,0,0,25
1531,63.791666666666664,pushup,14,2,1,6,2,0,0,25
1533,63.875,pushup,14,2,1,6,2,0,0,25
1535,63.958333333333336,pushup,14,2,1,6,2,0,0,25
1537,64.04166666666667,pushup,14,2,1,6,2,0,0,25
1539,64.125,pushup,14,2,1,6,2,0,0,25
1541,64.20833333333333,pushup,14,2,1,6,2,0,0,25
1543,64.29166666666667,pushup,14,2,1,6,2,0,0,25
1545,64.375,pushup,14,2,1,6,2,0,0,25
1547,64.45833333333333,pushup,14,2,1,6,2,0,0,25
1549,64.54166666666667,pushup,14,2,1,6,2,0,0,25
1551,64.625,pushup,14,2,1,6,2,0,0,25
1553,64.70833333333333,pushup,14,2,1,6,2,0,0,25
1555,64.79166666666667,pushup,14,2,1,6,2,0,0,25
1557,64.875,pushup,14,2,1,6,2,0,0,25
1559,64.95833333333333,pushup,14,2,1,6,2,0,0,25
1561,65.04166666666667,pushup,14,2,1,6,2,0,0,25
1563,65.125,pushup,14,2,1,6,2,0,0,25
1565,65.20833333333333,pushup,14,2,1,6,2,0,0,25
1567,65.29166666666667,pushup,14,2,1,6,2,0,0,25
1569,65.375,run,14,2,1,6,3,0,0,26
1571,65.45833333333333,run,14,2,1,6,3,0,0,26
1573,65.54166666666667,run,14,2,1,6,3,0,0,26
1575,65.625,run,14,2,1,6,3,0,0,26
1577,65.70833333333333,run,14,2,1,6,3,0,0,26
1579,65.79166666666667,run,14,2,1,6,3,0,0,26
1581,65.875,run,14,2,1,6,3,0,0,26
1583,65.95833333333333,run,14,2,1,6,3,0,0,26
1585,66.04166666666667,run,14,2,1,6,3,0,0,26
1587,66.125,run,14,2,1,6,3,0,0,26
1589,66.20833333333333,run,14,2,1,6,3,0,0,26
1591,66.29166666666667,run,14,2,1,6,3,0,0,26
1593,66.375,run,14,2,1,6,3,0,0,26
1595,66.45833333333333,run,14,2,1,6,3,0,0,26
1597,66.54166666666667,run,14,2,1,6,3,0,0,26
1599,66.625,run,14,2,1,6,3,0,0,26
1601,66.70833333333333,run,14,2,1,6,3,0,0,26
1603,66.79166666666667,run,14,2,1,6,3,0,0,26
1605,66.875,run,14,2,1,6,3,0,0,26
1607,66.95833333333333,run,14,2,1,6,3,0,0,26
1609,67.04166666666667,run,14,2,1,6,3,0,0,26
1611,67.125,run,14,2,1,6,3,0,0,26
1613,67.20833333333333,run,14,2,1,6,3,0,0,26
1615,67.29166666666667,run,14,2,1,6,3,0,0,26
1617,67.375,run,14,2,1,6,3,0,0,26
1619,67.45833333333333,run,14,2,1,6,3,0,0,26
1621,67.54166666666667,run,14,2,1,6,3,0,0,26
1623,67.625,run,14,2,1,6,3,0,0,26
1625,67.70833333333333,run,14,2,1,6,3,0,0,26
1627,67.79166666666667,run,14,2,1,6,3,0,0,26
1629,67.875,pushup,15,2,1,6,3,0,0,27
1631,67.95833333333333,pushup,15,2,1,6,3,0,0,27
1633,68.04166666666667,pushup,15,2,1,6,3,0,0,27
1635,68.125,pushup,15,2,1,6,3,0,0,27
1637,68.20833333333333,pushup,15,2,1,6,3,0,0,27
1639,68.29166666666667,pushup,15,2,1,6,3,0,0,27
1641,68.375,pushup,15,2,1,6,3,0,0,27
1643,68.45833333333333,pushup,15,2,1,6,3,0,0,27
1645,68.54166666666667,pushup,15,2,1,6,3,0,0,27
1647,68.625,pushup,15,2,1,6,3,0,0,27
1649,68.70833333333333,pushup,15,2,1,6,3,0,0,27
1651,68.79166666666667,pushup,15,2,1,6,3,0,0,27
1653,68.875,pushup,15,2,1,6,3,0,0,27
1655,68.95833333333333,pushup,15,2,1,6,3,0,0,27
1657,69.04166666666667,pushup,15,2,1,6,3,0,0,27
1659,69.125,pushup,15,2,1,6,3,0,0,27
1661,69.20833333333333,pushup,15,2,1,6,3,0,0,27
1663,69.29166666666667,pushup,15,2,1,6,3,0,0,27
1665,69.375,pushup,15,2,1,6,3,0,0,27
1667,69.45833333333333,pushup,15,2,1,6,3,0,0,27
1669,69.54166666666667,pushup,15,2,1,6,3,0,0,27
1671,69.625,pushup,15,2,1,6,3,0,0,27
1673,69.70833333333333,pushup,15,2,1,6,3,0,0,27
1675,69.79166666666667,pushup,15,2,1,6,3,0,0,27
1677,69.875,pushup,15,2,1,6,3,0,0,27
1679,69.95833333333333,pushup,15,2,1,6,3,0,0,27
1681,70.04166666666667,pushup,15,2,1,6,3,0,0,27
1683,70.125,pushup,15,2,1,6,3,0,0,27
1685,70.20833333333333,pushup,15,2,1,6,3,0,0,27
1687,70.29166666666667,pushup,15,2,1,6,3,0,0,27
1689,70.375,pushup,15,2,1,6,3,0,0,27
1691,70.45833333333333,pushup,16,2,1,6,3,0,0,28
1693,70.54166666666667,pushup,16,2,1,6,3,0,0,28
1695,70.625,pushup,16,2,1,6,3,0,0,28
1697,70.70833333333333,pushup,16,2,1,6,3,0,0,28
1699,70.79166666666667,pushup,16,2,1,6,3,0,0,28
1701,70.875,pushup,16,2,1,6,3,0,0,28
1703,70.95833333333333,pushup,16,2,1,6,3,0,0,28
1705,71.04166666666667,pushup,16,2,1,6,3,0,0,28
1707,71.125,pushup,16,2,1,6,3,0,0,28
1709,71.20833333333333,pushup,16,2,1,6,3,0,0,28
1711,71.29166666666667,pushup,16,2,1,6,3,0,0,28
1713,71.375,pushup,16,2,1,6,3,0,0,28
1715,71.45833333333333,pushup,16,2,1,6,3,0,0,28
1717,71.54166666666667,pushup,16,2,1,6,3,0,0,28
1719,71.625,pushup,16,2,1,6,3,0,0,28
1721,71.70833333333333,pushup,16,2,1,6,3,0,0,28
1723,71.79166666666667,pushup,16,2,1,6,3,0,0,28
1725,71.875,pushup,16,2,1,6,3,0,0,28
1727,71.95833333333333,pushup,16,2,1,6,3,0,0,28
1729,72.04166666666667,pushup,16,2,1,6,3,0,0,28
1731,72.125,pushup,16,2,1,6,3,0,0,28
1733,72.20833333333333,pushup,16,2,1,6,3,0,0,28
1735,72.29166666666667,pushup,16,2,1,6,3,0,0,28
1737,72.375,pushup,16,2,1,6,3,0,0,28
1739,72.45833333333333,pushup,16,2,1,6,3,0,0,28
1741,72.54166666666667,pushup,16,2,1,6,3,0,0,28
1743,72.625,pushup,16,2,1,6,3,0,0,28
1745,72.70833333333333,pushup,16,2,1,6,3,0,0,28
1747,72.79166666666667,pushup,16,2,1,6,3,0,0,28
1749,72.875,pushup,16,2,1,6,3,0,0,28
1751,72.95833333333333,abworkout,16,3,1,6,3,0,0,29
1753,73.04166666666667,abworkout,16,3,1,6,3,0,0,29
1755,73.125,abworkout,16,3,1,6,3,0,0,29
1757,73.20833333333333,abworkout,16,3,1,6,3,0,0,29
1759,73.29166666666667,abworkout,16,3,1,6,3,0,0,29
1761,73.375,abworkout,16,3,1,6,3,0,0,29
1763,73.45833333333333,abworkout,16,3,1,6,3,0,0,29
1765,73.54166666666667,abworkout,16,3,1,6,3,0,0,29
1767,73.625,abworkout,16,3,1,6,3,0,0,29
1769,73.70833333333333,abworkout,16,3,1,6,3,0,0,29
1771,73.79166666666667,abworkout,16,3,1,6,3,0,0,29
1773,73.875,abworkout,16,3,1,6,3,0,0,29
1775,73.95833333333333,abworkout,16,3,1,6,3,0,0,29
1777,74.04166666666667,abworkout,16,3,1,6,3,0,0,29
1779,74.125,abworkout,16,3,1,6,3,0,0,29
1781,74.20833333333333,abworkout,16,3,1,6,3,0,0,29
1783,74.29166666666667,abworkout,16,3,1,6,3,0,0,29
1785,74.375,abworkout,16,3,1,6,3,0,0,29
1787,74.45833333333333,abworkout,16,3,1,6,3,0,0,29
1789,74.54166666666667,abworkout,16,3,1,6,3,0,0,29
1791,74.625,abworkout,16,3,1,6,3,0,0,29
1793,74.70833333333333,abworkout,16,3,1,6,3,0,0,29
1795,74.79166666666667,abworkout,16,3,1,6,3,0,0,29
1797,74.875,abworkout,16,3,1,6,3,0,0,29
1799,74.95833333333333,abworkout,16,3,1,6,3,0,0,29
1801,75.04166666666667,abworkout,16,3,1,6,3,0,0,29
1803,75.125,abworkout,16,3,1,6,3,0,0,29
1805,75.20833333333333,abworkout,16,3,1,6,3,0,0,29
1807,75.29166666666667,abworkout,16,3,1,6,3,0,0,29
1809,75.375,abworkout,16,3,1,6,3,0,0,29
1811,75.45833333333333,abworkout,16,4,1,6,3,0,0,30
1813,75.54166666666667,abworkout,16,4,1,6,3,0,0,30
1815,75.625,abworkout,16,4,1,6,3,0,0,30
1817,75.70833333333333,abworkout,16,4,1,6,3,0,0,30
1819,75.79166666666667,abworkout,16,4,1,6,3,0,0,30
1821,75.875,abworkout,16,4,1,6,3,0,0,30
1823,75.95833333333333,abworkout,16,4,1,6,3,0,0,30
1825,76.04166666666667,abworkout,16,4,1,6,3,0,0,30
1827,76.125,abworkout,16,4,1,6,3,0,0,30
1829,76.20833333333333,abworkout,16,4,1,6,3,0,0,30
1831,76.29166666666667,abworkout,16,4,1,6,3,0,0,30
1833,76.375,abworkout,16,4,1,6,3,0,0,30
1835,76.45833333333333,abworkout,16,4,1,6,3,0,0,30
1837,76.54166666666667,abworkout,16,4,1,6,3,0,0,30
1839,76.625,abworkout,16,4,1,6,3,0,0,30
1841,76.70833333333333,abworkout,16,4,1,6,3,0,0,30
1843,76.79166666666667,abworkout,16,4,1,6,3,0,0,30
1845,76.875,abworkout,16,4,1,6,3,0,0,30
1847,76.95833333333333,abworkout,16,4,1,6,3,0,0,30
1849,77.04166666666667,abworkout,16,4,1,6,3,0,0,30
1851,77.125,abworkout,16,4,1,6,3,0,0,30
1853,77.20833333333333,abworkout,16,4,1,6,3,0,0,30
1855,77.29166666666667,abworkout,16,4,1,6,3,0,0,30
1857,77.375,abworkout,16,4,1,6,3,0,0,30
1859,77.45833333333333,abworkout,16,4,1,6,3,0,0,30
1861,77.54166666666667,abworkout,16,4,1,6,3,0,0,30
1863,77.625,abworkout,16,4,1,6,3,0,0,30
1865,77.70833333333333,abworkout,16,4,1,6,3,0,0,30
1867,77.79166666666667,abworkout,16,4,1,6,3,0,0,30
1869,77.875,abworkout,16,4,1,6,3,0,0,30
1871,77.95833333333333,abworkout,16,5,1,6,3,0,0,31
1873,78.04166666666667,abworkout,16,5,1,6,3,0,0,31
1875,78.125,abworkout,16,5,1,6,3,0,0,31
1877,78.20833333333333,abworkout,16,5,1,6,3,0,0,31
1879,78.29166666666667,abworkout,16,5,1,6,3,0,0,31
1881,78.375,abworkout,16,5,1,6,3,0,0,31
1883,78.45833333333333,abworkout,16,5,1,6,3,0,0,31
1885,78.54166666666667,abworkout,16,5,1,6,3,0,0,31
1887,78.625,abworkout,16,5,1,6,3,0,0,31
1889,78.70833333333333,abworkout,16,5,1,6,3,0,0,31
1891,78.79166666666667,abworkout,16,5,1,6,3,0,0,31
1893,78.875,abworkout,16,5,1,6,3,0,0,31
1895,78.95833333333333,abworkout,16,5,1,6,3,0,0,31
1897,79.04166666666667,abworkout,16,5,1,6,3,0,0,31
1899,79.125,abworkout,16,5,1,6,3,0,0,31
1901,79.20833333333333,abworkout,16,5,1,6,3,0,0,31
1903,79.29166666666667,abworkout,16,5,1,6,3,0,0,31
1905,79.375,abworkout,16,5,1,6,3,0,0,31
1907,79.45833333333333,abworkout,16,5,1,6,3,0,0,31
1909,79.54166666666667,abworkout,16,5,1,6,3,0,0,31
1911,79.625,abworkout,16,5,1,6,3,0,0,31
1913,79.70833333333333,abworkout,16,5,1,6,3,0,0,31
1915,79.79166666666667,abworkout,16,5,1,6,3,0,0,31
1917,79.875,abworkout,16,5,1,6,3,0,0,31
1919,79.95833333333333,abworkout,16,5,1,6,3,0,0,31
1921,80.04166666666667,abworkout,16,5,1,6,3,0,0,31
1923,80.125,abworkout,16,5,1,6,3,0,0,31
1925,80.20833333333333,abworkout,16,5,1,6,3,0,0,31
1927,80.29166666666667,abworkout,16,5,1,6,3,0,0,31
1929,80.375,abworkout,16,5,1,6,3,0,0,31
1931,80.45833333333333,abworkout,16,6,1,6,3,0,0,32
1933,80.54166666666667,abworkout,16,6,1,6,3,0,0,32
1935,80.625,abworkout,16,6,1,6,3,0,0,32
1937,80.70833333333333,abworkout,16,6,1,6,3,0,0,32
1939,80.79166666666667,abworkout,16,6,1,6,3,0,0,32
1941,80.875,abworkout,16,6,1,6,3,0,0,32
1943,80.95833333333333,abworkout,16,6,1,6,3,0,0,32
1945,81.04166666666667,abworkout,16,6,1,6,3,0,0,32
1947,81.125,abworkout,16,6,1,6,3,0,0,32
1949,81.20833333333333,abworkout,16,6,1,6,3,0,0,32
1951,81.29166666666667,abworkout,16,6,1,6,3,0,0,32
1953,81.375,abworkout,16,6,1,6,3,0,0,32
1955,81.45833333333333,abworkout,16,6,1,6,3,0,0,32
1957,81.54166666666667,abworkout,16,6,1,6,3,0,0,32
1959,81.625,abworkout,16,6,1,6,3,0,0,32
1961,81.70833333333333,abworkout,16,6,1,6,3,0,0,32
1963,81.79166666666667,abworkout,16,6,1,6,3,0,0,32
1965,81.875,abworkout,16,6,1,6,3,0,0,32
1967,81.95833333333333,abworkout,16,6,1,6,3,0,0,32
1969,82.04166666666667,abworkout,16,6,1,6,3,0,0,32
1971,82.125,abworkout,16,6,1,6,3,0,0,32
1973,82.20833333333333,abworkout,16,6,1,6,3,0,0,32
1975,82.29166666666667,abworkout,16,6,1,6,3,0,0,32
1977,82.375,abworkout,16,6,1,6,3,0,0,32
1979,82.45833333333333,abworkout,16,6,1,6,3,0,0,32
1981,82.54166666666667,abworkout,16,6,1,6,3,0,0,32
1983,82.625,abworkout,16,6,1,6,3,0,0,32
1985,82.70833333333333,abworkout,16,6,1,6,3,0,0,32
1987,82.79166666666667,abworkout,16,6,1,6,3,0,0,32
1989,82.875,abworkout,16,6,1,6,3,0,0,32
